Date,Date (MM_YY),Agent,Gallons
1967-01-10,01_67,White,2700
1967-01-10,01_67,Orange,2700
1967-01-10,01_67,Orange,1800
1967-01-10,01_67,Orange,2700
1967-01-10,01_67,Orange,1800
1967-01-11,01_67,White,2700
1967-01-11,01_67,White,2700
1967-01-11,01_67,White,2700
1967-01-11,01_67,White,2700
1967-01-11,01_67,White,2700
1967-01-11,01_67,Orange,1800
1967-01-12,01_67,White,1800
1967-01-12,01_67,Orange,2700
1967-01-12,01_67,Orange,2700
1967-01-12,01_67,White,1800
1967-01-12,01_67,White,1800
1967-01-12,01_67,White,1200
1967-01-13,01_67,Orange,1800
1967-01-13,01_67,White,2700
1967-01-13,01_67,White,1800
1967-01-13,01_67,Orange,1800
1967-01-13,01_67,Orange,1800
1967-01-13,01_67,Orange,1800
1967-01-14,01_67,Orange,2700
1967-01-14,01_67,White,2700
1967-01-14,01_67,White,2700
1967-01-14,01_67,White,2700
1967-01-14,01_67,White,1800
1967-01-14,01_67,White,2700
1967-01-14,01_67,Orange,900
1967-01-14,01_67,Orange,2250
1967-01-15,01_67,Orange,2700
1967-01-15,01_67,White,2700
1967-01-15,01_67,Orange,2700
1967-01-15,01_67,Orange,2700
1967-01-15,01_67,Orange,1800
1967-01-15,01_67,Orange,2700
1967-01-17,01_67,Blue,2700
1967-01-17,01_67,Blue,2700
1967-01-17,01_67,Blue,2700
1967-01-17,01_67,Blue,2700
1967-01-17,01_67,Blue,2700
1967-01-17,01_67,Blue,2700
1967-01-18,01_67,Blue,2700
1967-01-18,01_67,Blue,2700
1967-01-18,01_67,Blue,2700
1967-01-18,01_67,Blue,1400
1967-01-18,01_67,Blue,2700
1967-01-18,01_67,Blue,2700
1967-01-19,01_67,Blue,2700
1967-01-19,01_67,Blue,2700
1967-01-19,01_67,Blue,2700
1967-01-19,01_67,Blue,2700
1967-01-19,01_67,Blue,1800
1967-01-19,01_67,Blue,2700
1967-01-20,01_67,Orange,2700
1967-01-20,01_67,Blue,1800
1967-01-20,01_67,White,1800
1967-01-20,01_67,White,1200
1967-01-20,01_67,Orange,2700
1967-01-20,01_67,Blue,2700
1967-01-20,01_67,Orange,1800
1967-01-21,01_67,Blue,2700
1967-01-21,01_67,Orange,1800
1967-01-21,01_67,Orange,2700
1967-01-21,01_67,Blue,2100
1967-01-21,01_67,Blue,2700
1967-01-21,01_67,White,900
1967-01-21,01_67,White,1800
1967-01-21,01_67,Orange,1800
1967-01-21,01_67,Orange,1225
1967-01-21,01_67,White,810
1967-01-22,01_67,Orange,1800
1967-01-22,01_67,Orange,2700
1967-01-22,01_67,Blue,2245
1967-01-22,01_67,Blue,2700
1967-01-22,01_67,White,2700
1967-01-22,01_67,White,2700
1967-01-22,01_67,White,2700
1967-01-23,01_67,Orange,2700
1967-01-23,01_67,Blue,1800
1967-01-23,01_67,White,2050
1967-01-23,01_67,White,2700
1967-01-23,01_67,Orange,2700
1967-01-23,01_67,Blue,2700
1967-01-23,01_67,Orange,1800
1967-01-24,01_67,Orange,1800
1967-01-24,01_67,Blue,2700
1967-01-24,01_67,Orange,2700
1967-01-24,01_67,Orange,2700
1967-01-24,01_67,Blue,1800
1967-01-24,01_67,Blue,2700
1967-01-24,01_67,Blue,2700
1967-01-24,01_67,Orange,1800
1967-01-24,01_67,Orange,1800
1967-01-25,01_67,Orange,3000
1967-01-25,01_67,White,2400
1967-01-25,01_67,White,2700
1967-01-25,01_67,Orange,2700
1967-01-25,01_67,Orange,1300
1967-01-25,01_67,White,1800
1967-01-25,01_67,Orange,2700
1967-01-26,01_67,Orange,2700
1967-01-26,01_67,Orange,2700
1967-01-26,01_67,Orange,2700
1967-01-26,01_67,Orange,2700
1967-01-26,01_67,Orange,2700
1967-01-26,01_67,Orange,1600
1967-01-26,01_67,Orange,2700
1967-01-27,01_67,Orange,1800
1967-01-27,01_67,Orange,1800
1967-01-27,01_67,Orange,2700
1967-01-27,01_67,White,2700
1967-01-27,01_67,Orange,2700
1967-01-27,01_67,Orange,2700
1967-01-27,01_67,Orange,2700
1967-01-27,01_67,Orange,2700
1967-01-28,01_67,Orange,2700
1967-01-28,01_67,Orange,2700
1967-01-28,01_67,Orange,2210
1967-01-28,01_67,Orange,2700
1967-01-29,01_67,Orange,2700
1967-01-29,01_67,Orange,2700
1967-01-29,01_67,Orange,2700
1967-01-29,01_67,Orange,2700
1967-01-29,01_67,White,1800
1967-01-29,01_67,White,2200
1967-01-30,01_67,White,1800
1967-01-30,01_67,Orange,1800
1967-01-31,01_67,Orange,2700
1967-01-31,01_67,White,2600
1967-01-31,01_67,Orange,1000
1967-02-01,02_67,White,1800
1967-02-01,02_67,Orange,2700
1967-02-01,02_67,White,1800
1967-02-01,02_67,Orange,1800
1967-02-01,02_67,Orange,2700
1967-02-02,02_67,Orange,1500
1967-02-02,02_67,Orange,6300
1967-02-02,02_67,Orange,5400
1967-02-03,02_67,Orange,900
1967-02-03,02_67,Orange,2700
1967-02-03,02_67,Orange,3000
1967-02-03,02_67,Orange,1800
1967-02-03,02_67,Orange,1800
1967-02-03,02_67,Orange,900
1967-02-03,02_67,Orange,1800
1967-02-04,02_67,Orange,2700
1967-02-04,02_67,Orange,2700
1967-02-04,02_67,Orange,2700
1967-02-04,02_67,Orange,2700
1967-02-04,02_67,Orange,2400
1967-02-04,02_67,Orange,2700
1967-02-05,02_67,Orange,1800
1967-02-05,02_67,White,1800
1967-02-05,02_67,Orange,2700
1967-02-05,02_67,Orange,1800
1967-02-05,02_67,Orange,2700
1967-02-05,02_67,Orange,2700
1967-02-05,02_67,Orange,2700
1967-02-05,02_67,Orange,1800
1967-02-06,02_67,White,5400
1967-02-06,02_67,Orange,1800
1967-02-06,02_67,Orange,1350
1967-02-06,02_67,Orange,1700
1967-02-06,02_67,Orange,1800
1967-02-06,02_67,White,5400
1967-02-06,02_67,Orange,2000
1967-02-07,02_67,Orange,2700
1967-02-07,02_67,Orange,2700
1967-02-07,02_67,Orange,2400
1967-02-07,02_67,Orange,2700
1967-02-07,02_67,White,5400
1967-02-12,02_67,Orange,2700
1967-02-12,02_67,White,1800
1967-02-12,02_67,Orange,2700
1967-02-12,02_67,Orange,2700
1967-02-12,02_67,Orange,900
1967-02-12,02_67,Orange,2700
1967-02-12,02_67,Orange,2700
1967-02-13,02_67,Orange,2700
1967-02-13,02_67,Orange,3000
1967-02-13,02_67,Orange,2400
1967-02-13,02_67,Orange,2500
1967-02-13,02_67,Orange,2700
1967-02-13,02_67,Orange,2700
1967-02-13,02_67,Orange,2700
1967-02-14,02_67,Orange,2700
1967-02-14,02_67,Orange,2700
1967-02-14,02_67,Orange,2700
1967-02-14,02_67,Orange,2550
1967-02-14,02_67,Orange,2700
1967-02-14,02_67,Orange,2700
1967-02-15,02_67,Orange,2700
1967-02-15,02_67,Orange,2700
1967-02-15,02_67,Orange,2400
1967-02-15,02_67,Orange,2700
1967-02-15,02_67,Orange,1500
1967-02-16,02_67,Orange,1800
1967-02-16,02_67,Orange,2700
1967-02-16,02_67,Orange,1800
1967-02-16,02_67,Orange,2700
1967-02-16,02_67,Orange,2000
1967-02-16,02_67,Orange,1800
1967-02-17,02_67,Orange,2700
1967-02-17,02_67,Orange,1800
1967-02-17,02_67,Orange,2100
1967-02-17,02_67,Orange,1500
1967-02-17,02_67,Orange,5400
1967-02-17,02_67,Orange,2700
1967-02-18,02_67,Orange,2100
1967-02-18,02_67,Orange,2700
1967-02-18,02_67,White,180
1967-02-18,02_67,Orange,2700
1967-02-18,02_67,Orange,2700
1967-02-18,02_67,Orange,2100
1967-02-18,02_67,White,180
1967-02-19,02_67,Orange,2700
1967-02-19,02_67,Orange,2700
1967-02-19,02_67,Orange,2700
1967-02-19,02_67,Orange,2700
1967-02-19,02_67,Orange,2700
1967-02-20,02_67,Orange,2700
1967-02-20,02_67,Orange,2700
1967-02-20,02_67,Orange,2700
1967-02-20,02_67,Orange,2700
1967-02-20,02_67,Orange,2700
1967-02-20,02_67,Orange,2500
1967-02-20,02_67,Orange,2400
1967-02-21,02_67,Orange,2700
1967-02-21,02_67,Orange,2700
1967-02-21,02_67,Orange,2700
1967-02-21,02_67,White,2700
1967-02-21,02_67,Orange,2700
1967-02-21,02_67,Orange,2400
1967-02-21,02_67,Orange,2550
1967-02-22,02_67,Orange,2100
1967-02-22,02_67,White,2700
1967-02-22,02_67,Orange,8100
1967-02-22,02_67,Orange,6300
1967-02-23,02_67,Orange,8100
1967-02-23,02_67,Orange,8100
1967-02-23,02_67,Orange,3750
1967-02-23,02_67,White,4000
1967-02-23,02_67,White,2700
1967-02-23,02_67,Orange,2700
1967-02-24,02_67,Orange,5400
1967-02-24,02_67,Orange,5200
1967-02-24,02_67,Orange,2300
1967-02-24,02_67,Orange,2280
1967-02-24,02_67,Orange,2700
1967-02-25,02_67,Orange,6000
1967-02-25,02_67,Orange,2700
1967-02-25,02_67,Orange,5400
1967-02-25,02_67,Orange,4500
1967-02-26,02_67,Orange,1800
1967-02-26,02_67,Orange,1800
1967-02-26,02_67,Orange,1800
1967-02-26,02_67,Orange,2700
1967-02-26,02_67,Orange,2700
1967-02-26,02_67,Orange,1800
1967-02-26,02_67,Orange,2700
1967-02-27,02_67,Orange,2700
1967-02-27,02_67,Orange,2700
1967-02-27,02_67,Orange,2700
1967-02-27,02_67,Orange,2700
1967-02-27,02_67,Orange,2700
1967-02-27,02_67,Orange,1200
1967-02-28,02_67,Orange,2700
1967-02-28,02_67,Orange,2700
1967-02-28,02_67,Orange,2700
1967-02-28,02_67,Orange,3600
1967-02-28,02_67,Orange,2400
1967-02-28,02_67,Orange,2700
1967-03-01,03_67,Orange,2700
1967-03-01,03_67,Orange,2700
1967-03-01,03_67,Orange,2700
1967-03-01,03_67,Orange,4700
1967-03-01,03_67,Orange,700
1967-03-02,03_67,Orange,2700
1967-03-02,03_67,Orange,2700
1967-03-02,03_67,Orange,2700
1967-03-02,03_67,Orange,1600
1967-03-02,03_67,Orange,3600
1967-03-02,03_67,Orange,2400
1967-03-03,03_67,Orange,2700
1967-03-03,03_67,Orange,2700
1967-03-03,03_67,Orange,5400
1967-03-03,03_67,Orange,2700
1967-03-03,03_67,Orange,2700
1967-03-04,03_67,Orange,1800
1967-03-04,03_67,Orange,1800
1967-03-04,03_67,Orange,5400
1967-03-04,03_67,Orange,4200
1967-03-04,03_67,Orange,1500
1967-03-05,03_67,Orange,900
1967-03-05,03_67,Orange,5400
1967-03-06,03_67,Orange,2700
1967-03-06,03_67,Orange,3200
1967-03-06,03_67,Orange,2400
1967-03-06,03_67,Blue,500
1967-03-07,03_67,Orange,2700
1967-03-07,03_67,Blue,1800
1967-03-07,03_67,Blue,2700
1967-03-08,03_67,Orange,1800
1967-03-08,03_67,Blue,2700
1967-03-08,03_67,Orange,1600
1967-03-09,03_67,Orange,2700
1967-03-09,03_67,Orange,2700
1967-03-09,03_67,Blue,2700
1967-03-09,03_67,Blue,2700
1967-03-10,03_67,Blue,1800
1967-03-10,03_67,Blue,1500
1967-03-10,03_67,Blue,900
1967-03-10,03_67,Blue,1800
1967-03-10,03_67,Blue,1500
1967-03-11,03_67,Orange,1800
1967-03-11,03_67,Orange,2700
1967-03-11,03_67,Orange,900
1967-03-11,03_67,Blue,900
1967-03-12,03_67,Orange,1800
1967-03-12,03_67,Orange,2700
1967-03-12,03_67,Orange,2700
1967-03-12,03_67,Blue,900
1967-03-12,03_67,Blue,1600
1967-03-12,03_67,Blue,1800
1967-03-12,03_67,Blue,1800
1967-03-13,03_67,Orange,900
1967-03-13,03_67,Orange,3600
1967-03-13,03_67,Blue,1800
1967-03-13,03_67,Blue,900
1967-03-13,03_67,White,2700
1967-03-13,03_67,Orange,900
1967-03-14,03_67,Orange,2700
1967-03-14,03_67,White,2700
1967-03-14,03_67,Blue,2700
1967-03-14,03_67,Blue,2700
1967-03-14,03_67,Blue,1200
1967-03-14,03_67,Blue,1800
1967-03-14,03_67,Orange,1800
1967-03-15,03_67,Orange,1800
1967-03-15,03_67,Orange,750
1967-03-15,03_67,Orange,1800
1967-03-15,03_67,Orange,1600
1967-03-15,03_67,Blue,900
1967-03-15,03_67,Blue,300
1967-03-15,03_67,Blue,900
1967-03-15,03_67,Blue,2600
1967-03-15,03_67,Orange,5000
1967-03-16,03_67,White,1800
1967-03-16,03_67,Blue,900
1967-03-16,03_67,Blue,1800
1967-03-16,03_67,Blue,700
1967-03-16,03_67,Orange,2700
1967-03-16,03_67,Orange,700
1967-03-16,03_67,Blue,1800
1967-03-17,03_67,Blue,900
1967-03-17,03_67,White,2700
1967-03-17,03_67,White,900
1967-03-17,03_67,Blue,900
1967-03-17,03_67,Orange,900
1967-03-17,03_67,Blue,900
1967-03-17,03_67,Orange,2700
1967-03-17,03_67,White,2700
1967-03-18,03_67,Orange,1800
1967-03-18,03_67,Orange,2700
1967-03-18,03_67,Orange,2700
1967-03-18,03_67,Blue,900
1967-03-19,03_67,Blue,2700
1967-03-19,03_67,Orange,2700
1967-03-19,03_67,Orange,1700
1967-03-19,03_67,Orange,2700
1967-03-19,03_67,Blue,2700
1967-03-20,03_67,Orange,3600
1967-03-20,03_67,Orange,4000
1967-03-20,03_67,Orange,2100
1967-03-20,03_67,White,2700
1967-03-21,03_67,Orange,1800
1967-03-21,03_67,Orange,2700
1967-03-21,03_67,Orange,5400
1967-03-21,03_67,White,1800
1967-03-22,03_67,Orange,1800
1967-03-22,03_67,White,1800
1967-03-23,03_67,White,2700
1967-03-23,03_67,Orange,2700
1967-03-23,03_67,Orange,5100
1967-03-24,03_67,Orange,1800
1967-03-24,03_67,Orange,2700
1967-03-24,03_67,Orange,1600
1967-03-24,03_67,Orange,2700
1967-03-24,03_67,Orange,2700
1967-03-24,03_67,Orange,1800
1967-03-24,03_67,Orange,300
1967-03-25,03_67,Orange,2700
1967-03-25,03_67,Orange,1500
1967-03-25,03_67,Orange,2700
1967-03-25,03_67,Orange,5400
1967-03-25,03_67,Orange,2700
1967-03-26,03_67,Orange,2800
1967-03-26,03_67,Orange,2800
1967-03-27,03_67,Orange,2790
1967-03-27,03_67,White,3300
1967-03-27,03_67,Orange,2790
1967-03-27,03_67,Orange,2790
1967-03-28,03_67,Orange,2790
1967-03-28,03_67,Orange,2790
1967-03-28,03_67,White,2400
1967-03-28,03_67,Orange,2790
1967-03-29,03_67,Orange,1860
1967-03-29,03_67,Orange,3720
1967-03-29,03_67,Orange,1860
1967-03-29,03_67,Orange,900
1967-03-30,03_67,Orange,2790
1967-03-30,03_67,Orange,3720
1967-03-30,03_67,Orange,1860
1967-03-30,03_67,Orange,2790
1967-03-30,03_67,Orange,3720
1967-03-31,03_67,Orange,1860
1967-03-31,03_67,Orange,2790
1967-03-31,03_67,Orange,2790
1967-03-31,03_67,Orange,2790
1967-03-31,03_67,Orange,2790
1967-03-31,03_67,Orange,4650
1967-03-31,03_67,Orange,1500
1967-04-01,04_67,Orange,1860
1967-04-01,04_67,Orange,2790
1967-04-01,04_67,Orange,2790
1967-04-01,04_67,Orange,2790
1967-04-02,04_67,Orange,4650
1967-04-02,04_67,Orange,2200
1967-04-02,04_67,Orange,2700
1967-04-03,04_67,Orange,1800
1967-04-03,04_67,Blue,1000
1967-04-03,04_67,Orange,1800
1967-04-03,04_67,Orange,2790
1967-04-04,04_67,Orange,2790
1967-04-04,04_67,Orange,4650
1967-04-05,04_67,Orange,4000
1967-04-05,04_67,Orange,4000
1967-04-06,04_67,Orange,930
1967-04-06,04_67,Orange,2790
1967-04-06,04_67,Orange,930
1967-04-06,04_67,Orange,2600
1967-04-06,04_67,White,1860
1967-04-06,04_67,White,930
1967-04-07,04_67,Orange,1860
1967-04-07,04_67,Blue,1800
1967-04-07,04_67,White,2560
1967-04-07,04_67,White,2790
1967-04-08,04_67,Orange,2790
1967-04-08,04_67,Orange,1800
1967-04-08,04_67,Orange,1860
1967-04-08,04_67,Orange,2790
1967-04-08,04_67,Blue,1800
1967-04-08,04_67,Orange,3000
1967-04-09,04_67,Orange,2790
1967-04-09,04_67,Orange,4650
1967-04-09,04_67,Blue,2790
1967-04-09,04_67,White,1860
1967-04-10,04_67,Orange,2790
1967-04-10,04_67,Orange,2790
1967-04-10,04_67,Orange,2790
1967-04-10,04_67,Orange,2790
1967-04-10,04_67,Orange,2550
1967-04-10,04_67,Orange,1860
1967-04-11,04_67,Orange,1860
1967-04-11,04_67,Orange,5300
1967-04-11,04_67,Orange,5580
1967-04-12,04_67,Orange,2790
1967-04-12,04_67,Orange,2790
1967-04-12,04_67,Orange,2790
1967-04-12,04_67,Orange,2790
1967-04-12,04_67,Orange,1000
1967-04-13,04_67,Orange,2790
1967-04-13,04_67,Blue,2790
1967-04-13,04_67,Orange,1860
1967-04-13,04_67,Orange,2790
1967-04-13,04_67,Orange,2790
1967-04-14,04_67,Orange,1700
1967-04-14,04_67,Orange,2790
1967-04-14,04_67,Orange,2790
1967-04-15,04_67,Orange,2790
1967-04-15,04_67,White,2790
1967-04-15,04_67,White,2790
1967-04-15,04_67,Blue,1700
1967-04-15,04_67,Orange,1800
1967-04-15,04_67,Orange,1860
1967-04-15,04_67,Orange,2790
1967-04-16,04_67,White,2790
1967-04-16,04_67,White,1860
1967-04-16,04_67,Blue,1800
1967-04-16,04_67,Orange,1860
1967-04-16,04_67,Orange,930
1967-04-16,04_67,Blue,880
1967-04-17,04_67,Blue,1860
1967-04-17,04_67,White,1560
1967-04-17,04_67,White,5580
1967-04-19,04_67,Blue,1830
1967-04-19,04_67,White,3720
1967-04-19,04_67,White,4650
1967-04-20,04_67,Orange,2790
1967-04-20,04_67,White,4000
1967-04-21,04_67,Orange,1860
1967-04-21,04_67,Blue,2790
1967-04-21,04_67,White,2790
1967-04-22,04_67,White,1800
1967-04-22,04_67,White,200
1967-04-22,04_67,White,4600
1967-04-22,04_67,Orange,1860
1967-04-22,04_67,Blue,2790
1967-04-22,04_67,Orange,2630
1967-04-23,04_67,White,2190
1967-04-23,04_67,White,2500
1967-04-23,04_67,White,1850
1967-04-23,04_67,White,2500
1967-04-23,04_67,White,2190
1967-04-23,04_67,Blue,400
1967-04-24,04_67,Orange,1860
1967-04-24,04_67,White,2250
1967-04-24,04_67,White,2790
1967-04-24,04_67,White,1860
1967-04-24,04_67,White,2660
1967-04-24,04_67,Orange,3000
1967-04-25,04_67,White,5580
1967-04-25,04_67,White,5700
1967-04-25,04_67,Orange,1840
1967-04-25,04_67,Orange,2790
1967-04-26,04_67,Orange,1860
1967-04-26,04_67,Orange,2790
1967-04-26,04_67,White,2630
1967-04-26,04_67,White,2430
1967-04-26,04_67,White,5580
1967-04-27,04_67,White,4650
1967-04-27,04_67,Orange,2790
1967-04-27,04_67,Orange,1860
1967-04-27,04_67,White,1860
1967-04-28,04_67,Orange,5580
1967-04-28,04_67,White,1860
1967-04-28,04_67,White,2790
1967-04-28,04_67,Orange,5580
1967-04-29,04_67,Orange,2790
1967-04-29,04_67,Orange,1300
1967-04-29,04_67,Orange,2550
1967-04-29,04_67,White,2300
1967-04-29,04_67,White,3700
1967-04-30,04_67,Orange,2790
1967-04-30,04_67,Orange,1100
1967-04-30,04_67,Orange,3270
1967-04-30,04_67,White,3345
1967-05-01,05_67,Orange,1860
1967-05-01,05_67,Orange,500
1967-05-01,05_67,Orange,1400
1967-05-01,05_67,Orange,1860
1967-05-01,05_67,Orange,2790
1967-05-02,05_67,White,1860
1967-05-02,05_67,White,1860
1967-05-02,05_67,Orange,3860
1967-05-02,05_67,Orange,2790
1967-05-02,05_67,Orange,1000
1967-05-03,05_67,Orange,2790
1967-05-03,05_67,White,1860
1967-05-03,05_67,Orange,1860
1967-05-03,05_67,Orange,1860
1967-05-03,05_67,White,1860
1967-05-04,05_67,White,400
1967-05-04,05_67,White,400
1967-05-04,05_67,White,4650
1967-05-04,05_67,White,2790
1967-05-04,05_67,Orange,1860
1967-05-04,05_67,Orange,2290
1967-05-04,05_67,Orange,1860
1967-05-04,05_67,Orange,2790
1967-05-04,05_67,White,2790
1967-05-05,05_67,Orange,2950
1967-05-05,05_67,Orange,4650
1967-05-05,05_67,White,1800
1967-05-05,05_67,White,400
1967-05-05,05_67,Orange,600
1967-05-06,05_67,Orange,2790
1967-05-06,05_67,Orange,2000
1967-05-06,05_67,White,1860
1967-05-06,05_67,Orange,1500
1967-05-06,05_67,Orange,1500
1967-05-06,05_67,White,1860
1967-05-07,05_67,Orange,2790
1967-05-07,05_67,Orange,4650
1967-05-07,05_67,Orange,2790
1967-05-08,05_67,White,2790
1967-05-08,05_67,White,4650
1967-05-08,05_67,White,2790
1967-05-08,05_67,Blue,2300
1967-05-08,05_67,Blue,2360
1967-05-08,05_67,Orange,930
1967-05-09,05_67,Orange,3720
1967-05-09,05_67,Blue,1860
1967-05-09,05_67,White,1860
1967-05-09,05_67,White,1860
1967-05-09,05_67,White,1860
1967-05-09,05_67,White,2790
1967-05-10,05_67,Orange,1800
1967-05-10,05_67,Orange,1860
1967-05-10,05_67,White,2790
1967-05-10,05_67,White,1860
1967-05-10,05_67,White,3520
1967-05-11,05_67,Orange,2790
1967-05-11,05_67,Orange,100
1967-05-11,05_67,White,1860
1967-05-11,05_67,White,3720
1967-05-11,05_67,White,1860
1967-05-12,05_67,White,3720
1967-05-12,05_67,Orange,2700
1967-05-12,05_67,White,270
1967-05-12,05_67,White,1860
1967-05-12,05_67,White,3720
1967-05-12,05_67,White,270
1967-05-12,05_67,Orange,2700
1967-05-13,05_67,White,2790
1967-05-13,05_67,White,2790
1967-05-13,05_67,Orange,1860
1967-05-13,05_67,Orange,1860
1967-05-13,05_67,Orange,2790
1967-05-13,05_67,Orange,1730
1967-05-14,05_67,Orange,2100
1967-05-14,05_67,Orange,2330
1967-05-14,05_67,Orange,2400
1967-05-14,05_67,Orange,1860
1967-05-14,05_67,White,1860
1967-05-14,05_67,White,1860
1967-05-15,05_67,Orange,1800
1967-05-15,05_67,Orange,3000
1967-05-15,05_67,Blue,900
1967-05-15,05_67,Blue,300
1967-05-15,05_67,White,2790
1967-05-15,05_67,White,1860
1967-05-15,05_67,Orange,2560
1967-05-15,05_67,Orange,2590
1967-05-15,05_67,Orange,2760
1967-05-16,05_67,White,2790
1967-05-16,05_67,Orange,1700
1967-05-16,05_67,White,2790
1967-05-16,05_67,White,2790
1967-05-16,05_67,White,2790
1967-05-17,05_67,Orange,1000
1967-05-17,05_67,Orange,2450
1967-05-17,05_67,Orange,1860
1967-05-17,05_67,Orange,3720
1967-05-17,05_67,White,2660
1967-05-17,05_67,White,2250
1967-05-17,05_67,White,2790
1967-05-17,05_67,White,2790
1967-05-18,05_67,White,5580
1967-05-18,05_67,White,3720
1967-05-18,05_67,Orange,3720
1967-05-18,05_67,Orange,5000
1967-05-18,05_67,White,1210
1967-05-19,05_67,Orange,4500
1967-05-19,05_67,White,5580
1967-05-19,05_67,White,2790
1967-05-19,05_67,White,2790
1967-05-20,05_67,White,2700
1967-05-20,05_67,White,2790
1967-05-20,05_67,White,2790
1967-05-20,05_67,Orange,2790
1967-05-20,05_67,White,2790
1967-05-21,05_67,Orange,3550
1967-05-21,05_67,Orange,2790
1967-05-21,05_67,Orange,4650
1967-05-21,05_67,White,2790
1967-05-22,05_67,Orange,1860
1967-05-22,05_67,White,1860
1967-05-22,05_67,Orange,4000
1967-05-24,05_67,Orange,2400
1967-05-24,05_67,Orange,2790
1967-05-24,05_67,White,1900
1967-05-24,05_67,White,2550
1967-05-24,05_67,Orange,1900
1967-05-25,05_67,White,4650
1967-05-26,05_67,Orange,2610
1967-05-26,05_67,Orange,1860
1967-05-26,05_67,Orange,2250
1967-05-26,05_67,Orange,2790
1967-05-26,05_67,Blue,2360
1967-05-26,05_67,Blue,2360
1967-05-26,05_67,Orange,3000
1967-05-27,05_67,Orange,2000
1967-05-27,05_67,White,2715
1967-05-27,05_67,White,2600
1967-05-27,05_67,Orange,2500
1967-05-27,05_67,Orange,4350
1967-05-27,05_67,Orange,2790
1967-05-28,05_67,Orange,2790
1967-05-28,05_67,Orange,750
1967-05-28,05_67,Orange,2230
1967-05-28,05_67,Orange,5150
1967-05-28,05_67,Orange,2730
1967-05-29,05_67,Orange,4500
1967-05-29,05_67,Orange,930
1967-05-29,05_67,White,1560
1967-05-29,05_67,White,700
1967-05-30,05_67,Orange,720
1967-05-30,05_67,Orange,4650
1967-05-30,05_67,White,2790
1967-05-30,05_67,Orange,4185
1967-05-30,05_67,Orange,5000
1967-05-31,05_67,Orange,4500
1967-06-01,06_67,Orange,1940
1967-06-01,06_67,Orange,2790
1967-06-01,06_67,Orange,3000
1967-06-02,06_67,Orange,6000
1967-06-02,06_67,Orange,110
1967-06-02,06_67,Orange,5580
1967-06-03,06_67,White,2700
1967-06-03,06_67,Orange,5580
1967-06-03,06_67,White,2790
1967-06-03,06_67,White,2700
1967-06-03,06_67,Orange,6000
1967-06-04,06_67,Orange,3690
1967-06-04,06_67,White,2790
1967-06-04,06_67,Orange,5105
1967-06-04,06_67,Orange,2200
1967-06-05,06_67,Orange,2360
1967-06-05,06_67,Orange,1240
1967-06-05,06_67,Orange,2290
1967-06-05,06_67,White,1860
1967-06-05,06_67,Orange,500
1967-06-06,06_67,Orange,2590
1967-06-07,06_67,Orange,4650
1967-06-07,06_67,Orange,2790
1967-06-07,06_67,White,2250
1967-06-07,06_67,White,5580
1967-06-08,06_67,Orange,2740
1967-06-08,06_67,White,2790
1967-06-08,06_67,Orange,2690
1967-06-08,06_67,Orange,2790
1967-06-09,06_67,Blue,2415
1967-06-09,06_67,White,4650
1967-06-09,06_67,Blue,1600
1967-06-10,06_67,Orange,500
1967-06-10,06_67,Orange,500
1967-06-10,06_67,White,2560
1967-06-11,06_67,Orange,2790
1967-06-11,06_67,Orange,3720
1967-06-11,06_67,Orange,2500
1967-06-12,06_67,Orange,5580
1967-06-12,06_67,White,1700
1967-06-12,06_67,White,2400
1967-06-13,06_67,Orange,4650
1967-06-13,06_67,Orange,4000
1967-06-13,06_67,Orange,4650
1967-06-13,06_67,Orange,1860
1967-06-13,06_67,Orange,1000
1967-06-13,06_67,Orange,2790
1967-06-14,06_67,Orange,2790
1967-06-14,06_67,Orange,1395
1967-06-14,06_67,Orange,2790
1967-06-14,06_67,Orange,5580
1967-06-14,06_67,Orange,1860
1967-06-14,06_67,Orange,2800
1967-06-14,06_67,White,2790
1967-06-15,06_67,Orange,150
1967-06-15,06_67,Orange,450
1967-06-15,06_67,White,2790
1967-06-15,06_67,Orange,2790
1967-06-15,06_67,White,2790
1967-06-15,06_67,Orange,450
1967-06-15,06_67,Orange,150
1967-06-16,06_67,Orange,1655
1967-06-16,06_67,Orange,1660
1967-06-16,06_67,Orange,2790
1967-06-16,06_67,Orange,2730
1967-06-16,06_67,Orange,4650
1967-06-16,06_67,Orange,6250
1967-06-17,06_67,Orange,2790
1967-06-17,06_67,Orange,2650
1967-06-17,06_67,Orange,6510
1967-06-17,06_67,Orange,1860
1967-06-17,06_67,Orange,5400
1967-06-18,06_67,White,2600
1967-06-18,06_67,White,2790
1967-06-18,06_67,White,3395
1967-06-18,06_67,Orange,2600
1967-06-18,06_67,Orange,500
1967-06-18,06_67,Orange,2700
1967-06-18,06_67,Orange,1860
1967-06-18,06_67,Orange,500
1967-06-19,06_67,Orange,600
1967-06-19,06_67,Orange,5510
1967-06-19,06_67,White,2790
1967-06-19,06_67,Orange,1860
1967-06-19,06_67,Orange,3720
1967-06-19,06_67,Orange,1860
1967-06-19,06_67,Orange,5510
1967-06-19,06_67,White,2790
1967-06-19,06_67,Orange,600
1967-06-20,06_67,Orange,2440
1967-06-20,06_67,Orange,5400
1967-06-20,06_67,Orange,2600
1967-06-21,06_67,Orange,3720
1967-06-21,06_67,White,2760
1967-06-21,06_67,White,3670
1967-06-21,06_67,White,2400
