Date,Date (MM_YY),Agent,Gallons
1968-05-09,05_68,White,3000
1968-05-10,05_68,Orange,2800
1968-05-10,05_68,Orange,3000
1968-05-10,05_68,Orange,9000
1968-05-10,05_68,White,5800
1968-05-11,05_68,Orange,3000
1968-05-11,05_68,White,6000
1968-05-11,05_68,White,2930
1968-05-11,05_68,Orange,3000
1968-05-11,05_68,White,2930
1968-05-11,05_68,White,6000
1968-05-12,05_68,Orange,2800
1968-05-12,05_68,White,3000
1968-05-12,05_68,White,4500
1968-05-12,05_68,Orange,3000
1968-05-13,05_68,Orange,3000
1968-05-13,05_68,Orange,3000
1968-05-13,05_68,Orange,3000
1968-05-13,05_68,Orange,5000
1968-05-13,05_68,Orange,6000
1968-05-13,05_68,Orange,2400
1968-05-14,05_68,Orange,3000
1968-05-14,05_68,Orange,2750
1968-05-14,05_68,White,3000
1968-05-15,05_68,White,5000
1968-05-15,05_68,White,3000
1968-05-15,05_68,Orange,2500
1968-05-15,05_68,Orange,3000
1968-05-15,05_68,Orange,2700
1968-05-16,05_68,Orange,220
1968-05-16,05_68,White,2750
1968-05-16,05_68,Orange,3000
1968-05-16,05_68,White,5000
1968-05-16,05_68,Orange,2700
1968-05-17,05_68,Orange,3000
1968-05-17,05_68,Orange,2000
1968-05-17,05_68,White,6000
1968-05-17,05_68,White,2750
1968-05-17,05_68,White,1000
1968-05-17,05_68,White,6000
1968-05-18,05_68,Orange,6000
1968-05-18,05_68,White,2800
1968-05-18,05_68,White,6000
1968-05-18,05_68,White,1000
1968-05-18,05_68,Orange,2900
1968-05-18,05_68,Orange,2000
1968-05-18,05_68,Orange,1250
1968-05-19,05_68,Orange,2650
1968-05-19,05_68,Orange,6000
1968-05-19,05_68,White,2700
1968-05-19,05_68,White,5050
1968-05-19,05_68,White,2500
1968-05-20,05_68,Orange,3000
1968-05-20,05_68,White,4000
1968-05-20,05_68,Orange,110
1968-05-20,05_68,Orange,3000
1968-05-20,05_68,White,3000
1968-05-20,05_68,Orange,6000
1968-05-21,05_68,White,6000
1968-05-21,05_68,Orange,3000
1968-05-21,05_68,White,6000
1968-05-21,05_68,White,6000
1968-05-21,05_68,White,3000
1968-05-22,05_68,Orange,2650
1968-05-22,05_68,Orange,3000
1968-05-22,05_68,Orange,6000
1968-05-22,05_68,White,3000
1968-05-22,05_68,White,3000
1968-05-22,05_68,White,5400
1968-05-22,05_68,Blue,110
1968-05-23,05_68,White,6000
1968-05-23,05_68,White,3000
1968-05-23,05_68,White,3000
1968-05-23,05_68,Orange,2000
1968-05-23,05_68,Orange,2800
1968-05-23,05_68,White,6000
1968-05-24,05_68,Orange,4000
1968-05-24,05_68,Orange,6000
1968-05-24,05_68,White,2750
1968-05-24,05_68,Orange,3000
1968-05-24,05_68,Orange,2900
1968-05-25,05_68,Orange,2700
1968-05-25,05_68,White,3000
1968-05-25,05_68,White,3000
1968-05-25,05_68,White,3000
1968-05-25,05_68,White,3000
1968-05-26,05_68,Orange,2700
1968-05-26,05_68,Orange,1750
1968-05-26,05_68,Orange,3000
1968-05-26,05_68,White,3000
1968-05-26,05_68,White,4600
1968-05-26,05_68,White,6000
1968-05-26,05_68,Orange,
1968-05-27,05_68,Orange,2000
1968-05-27,05_68,Orange,2900
1968-05-27,05_68,Orange,4000
1968-05-27,05_68,Orange,6000
1968-05-27,05_68,White,3000
1968-05-27,05_68,White,3000
1968-05-27,05_68,Orange,
1968-05-27,05_68,Orange,2000
1968-05-28,05_68,Orange,
1968-05-28,05_68,Blue,165
1968-05-28,05_68,White,6000
1968-05-28,05_68,Orange,3000
1968-05-28,05_68,Orange,3000
1968-05-28,05_68,White,6000
1968-05-29,05_68,Orange,2000
1968-05-30,05_68,White,2000
1968-05-30,05_68,White,3000
1968-05-30,05_68,White,2000
1968-05-30,05_68,White,5000
1968-05-30,05_68,White,90
1968-05-31,05_68,White,2000
1968-05-31,05_68,White,5900
1968-05-31,05_68,White,6000
1968-05-31,05_68,White,3000
1968-05-31,05_68,White,90
1968-05-31,05_68,Blue,550
1968-06-01,06_68,White,6000
1968-06-01,06_68,White,6000
1968-06-01,06_68,Blue,495
1968-06-01,06_68,Orange,150
1968-06-01,06_68,White,3000
1968-06-01,06_68,Orange,1700
1968-06-01,06_68,Orange,2000
1968-06-01,06_68,Orange,3000
1968-06-02,06_68,Orange,3000
1968-06-02,06_68,Orange,
1968-06-02,06_68,Orange,3000
1968-06-02,06_68,Orange,
1968-06-02,06_68,White,2825
1968-06-03,06_68,Orange,
1968-06-03,06_68,Orange,
1968-06-03,06_68,White,3000
1968-06-03,06_68,White,6000
1968-06-03,06_68,Orange,
1968-06-03,06_68,Orange,
1968-06-04,06_68,Orange,2700
1968-06-04,06_68,White,110
1968-06-04,06_68,White,6000
1968-06-04,06_68,White,2000
1968-06-04,06_68,White,2000
1968-06-04,06_68,White,6000
1968-06-05,06_68,Orange,2500
1968-06-05,06_68,Orange,6000
1968-06-05,06_68,Orange,5900
1968-06-05,06_68,White,2000
1968-06-05,06_68,White,2700
1968-06-06,06_68,Orange,4000
1968-06-06,06_68,White,5000
1968-06-06,06_68,White,6000
1968-06-06,06_68,White,3000
1968-06-07,06_68,White,5000
1968-06-07,06_68,Orange,3000
1968-06-07,06_68,Orange,2850
1968-06-07,06_68,Orange,200
1968-06-07,06_68,Orange,200
1968-06-07,06_68,White,3000
1968-06-07,06_68,Orange,200
1968-06-07,06_68,Orange,2850
1968-06-07,06_68,Orange,3000
1968-06-08,06_68,Orange,3000
1968-06-08,06_68,Orange,2000
1968-06-08,06_68,Orange,3000
1968-06-08,06_68,White,5000
1968-06-08,06_68,White,6000
1968-06-08,06_68,White,3000
1968-06-08,06_68,Orange,10
1968-06-09,06_68,Orange,1800
1968-06-09,06_68,White,6000
1968-06-09,06_68,White,6000
1968-06-09,06_68,White,3000
1968-06-09,06_68,White,3000
1968-06-10,06_68,Orange,2750
1968-06-10,06_68,White,3000
1968-06-10,06_68,White,3600
1968-06-10,06_68,White,3000
1968-06-10,06_68,Orange,
1968-06-11,06_68,Blue,605
1968-06-11,06_68,Orange,
1968-06-11,06_68,Orange,100
1968-06-11,06_68,White,3000
1968-06-11,06_68,Orange,6000
1968-06-11,06_68,Orange,100
1968-06-11,06_68,Orange,
1968-06-11,06_68,Blue,605
1968-06-12,06_68,Orange,2750
1968-06-12,06_68,Orange,3000
1968-06-12,06_68,White,5000
1968-06-12,06_68,White,5150
1968-06-12,06_68,White,3000
1968-06-12,06_68,Blue,660
1968-06-13,06_68,Orange,2000
1968-06-13,06_68,Orange,2800
1968-06-13,06_68,Orange,3000
1968-06-13,06_68,Blue,550
1968-06-14,06_68,Orange,6000
1968-06-14,06_68,Blue,495
1968-06-14,06_68,Orange,
1968-06-14,06_68,White,6000
1968-06-14,06_68,White,6000
1968-06-14,06_68,White,3000
1968-06-14,06_68,Orange,2000
1968-06-14,06_68,White,3000
1968-06-15,06_68,Orange,2000
1968-06-15,06_68,Orange,
1968-06-15,06_68,Orange,100
1968-06-15,06_68,White,3000
1968-06-15,06_68,Orange,100
1968-06-15,06_68,Orange,
1968-06-16,06_68,Orange,1950
1968-06-16,06_68,Orange,1900
1968-06-16,06_68,White,3000
1968-06-16,06_68,White,5000
1968-06-16,06_68,White,3000
1968-06-17,06_68,White,6000
1968-06-17,06_68,White,3000
1968-06-17,06_68,Orange,2000
1968-06-17,06_68,White,6000
1968-06-18,06_68,Orange,3000
1968-06-18,06_68,Orange,2700
1968-06-18,06_68,Orange,5000
1968-06-18,06_68,Orange,6000
1968-06-18,06_68,Blue,450
1968-06-19,06_68,White,3000
1968-06-19,06_68,Blue,550
1968-06-19,06_68,Orange,
1968-06-19,06_68,White,3000
1968-06-19,06_68,White,2000
1968-06-19,06_68,Orange,
1968-06-20,06_68,White,5000
1968-06-20,06_68,Orange,2000
1968-06-20,06_68,White,6000
1968-06-20,06_68,Orange,2000
1968-06-20,06_68,White,2800
1968-06-20,06_68,Orange,2000
1968-06-21,06_68,Orange,3000
1968-06-21,06_68,Orange,2300
1968-06-21,06_68,White,600
1968-06-21,06_68,White,6000
1968-06-22,06_68,Orange,3000
1968-06-22,06_68,White,2800
1968-06-22,06_68,White,3000
1968-06-22,06_68,White,6000
1968-06-22,06_68,White,6000
1968-06-22,06_68,Blue,110
1968-06-23,06_68,White,465
1968-06-23,06_68,Blue,275
1968-06-23,06_68,Orange,
1968-06-23,06_68,White,3000
1968-06-23,06_68,Orange,3000
1968-06-23,06_68,Orange,3000
1968-06-23,06_68,White,5000
1968-06-24,06_68,White,2900
1968-06-24,06_68,Blue,440
1968-06-24,06_68,White,465
1968-06-24,06_68,White,5000
1968-06-24,06_68,Blue,275
1968-06-24,06_68,Blue,440
1968-06-24,06_68,White,2900
1968-06-25,06_68,Orange,3000
1968-06-25,06_68,Orange,3000
1968-06-25,06_68,Orange,5675
1968-06-25,06_68,White,4850
1968-06-25,06_68,Orange,55
1968-06-26,06_68,Orange,2900
1968-06-26,06_68,Blue,110
1968-06-26,06_68,Orange,100
1968-06-26,06_68,Orange,200
1968-06-26,06_68,Orange,5700
1968-06-26,06_68,Orange,2800
1968-06-26,06_68,Blue,2500
1968-06-27,06_68,Orange,2800
1968-06-27,06_68,Orange,2300
1968-06-27,06_68,Blue,2850
1968-06-27,06_68,White,6000
1968-06-27,06_68,Blue,110
1968-06-27,06_68,Blue,220
1968-06-27,06_68,Blue,2150
1968-06-28,06_68,Blue,2000
1968-06-28,06_68,White,4000
1968-06-28,06_68,Orange,300
1968-06-28,06_68,Orange,2000
1968-06-28,06_68,Orange,300
1968-06-28,06_68,White,4000
1968-06-29,06_68,Orange,2950
1968-06-29,06_68,Orange,3000
1968-06-29,06_68,Orange,1000
1968-06-29,06_68,Blue,2000
1968-06-29,06_68,White,5000
1968-06-29,06_68,Orange,
1968-06-29,06_68,Orange,800
1968-06-29,06_68,White,225
1968-06-30,06_68,Blue,1570
1968-06-30,06_68,Blue,780
1968-06-30,06_68,White,4500
1968-06-30,06_68,Orange,2800
1968-06-30,06_68,Orange,2900
1968-06-30,06_68,Blue,2000
1968-07-01,07_68,Orange,3000
1968-07-01,07_68,Orange,200
1968-07-01,07_68,White,6000
1968-07-01,07_68,Orange,6000
1968-07-01,07_68,Orange,3000
1968-07-01,07_68,Orange,3000
1968-07-02,07_68,Blue,240
1968-07-02,07_68,Orange,5900
1968-07-02,07_68,Orange,300
1968-07-02,07_68,Orange,3000
1968-07-02,07_68,Orange,5900
1968-07-02,07_68,Orange,300
1968-07-02,07_68,Blue,240
1968-07-03,07_68,Orange,2000
1968-07-03,07_68,White,5000
1968-07-03,07_68,White,6000
1968-07-03,07_68,White,
1968-07-03,07_68,Orange,200
1968-07-03,07_68,Orange,100
1968-07-03,07_68,Blue,250
1968-07-03,07_68,Blue,350
1968-07-04,07_68,Orange,2700
1968-07-04,07_68,Orange,2700
1968-07-04,07_68,White,6000
1968-07-04,07_68,White,
1968-07-04,07_68,Blue,75
1968-07-04,07_68,Blue,75
1968-07-04,07_68,Blue,110
1968-07-05,07_68,Orange,3000
1968-07-05,07_68,White,
1968-07-05,07_68,Orange,5000
1968-07-05,07_68,White,6000
1968-07-06,07_68,White,6000
1968-07-06,07_68,White,
1968-07-06,07_68,Orange,3000
1968-07-06,07_68,Orange,6000
1968-07-06,07_68,White,6000
1968-07-06,07_68,White,
1968-07-07,07_68,Orange,2400
1968-07-07,07_68,White,5500
1968-07-07,07_68,White,6000
1968-07-08,07_68,White,5000
1968-07-08,07_68,White,4700
1968-07-08,07_68,Orange,2000
1968-07-08,07_68,Orange,2000
1968-07-08,07_68,Orange,3000
1968-07-09,07_68,White,5000
1968-07-09,07_68,Blue,110
1968-07-09,07_68,White,500
1968-07-09,07_68,White,5000
1968-07-09,07_68,Orange,4500
1968-07-09,07_68,White,
1968-07-10,07_68,White,
1968-07-10,07_68,Orange,2000
1968-07-10,07_68,Blue,110
1968-07-10,07_68,Orange,3000
1968-07-10,07_68,Blue,2800
1968-07-11,07_68,White,3000
1968-07-11,07_68,White,
1968-07-11,07_68,Blue,3000
1968-07-11,07_68,White,3000
1968-07-11,07_68,White,3000
1968-07-11,07_68,White,
1968-07-11,07_68,Blue,110
1968-07-12,07_68,Orange,2000
1968-07-12,07_68,Orange,4000
1968-07-12,07_68,Orange,1800
1968-07-12,07_68,Orange,4300
1968-07-12,07_68,White,6000
1968-07-12,07_68,White,
1968-07-12,07_68,Blue,110
1968-07-12,07_68,White,165
1968-07-12,07_68,Orange,440
1968-07-13,07_68,Orange,1500
1968-07-13,07_68,Orange,3000
1968-07-13,07_68,White,5000
1968-07-13,07_68,White,
1968-07-13,07_68,Blue,110
1968-07-14,07_68,Orange,3000
1968-07-14,07_68,Orange,1600
1968-07-14,07_68,Orange,5000
1968-07-14,07_68,White,1000
1968-07-14,07_68,White,5800
1968-07-14,07_68,Orange,70
1968-07-14,07_68,White,
1968-07-14,07_68,Blue,110
1968-07-14,07_68,Blue,150
1968-07-14,07_68,Orange,900
1968-07-15,07_68,Orange,2650
1968-07-15,07_68,Orange,4000
1968-07-15,07_68,White,5850
1968-07-15,07_68,White,
1968-07-15,07_68,Orange,100
1968-07-15,07_68,Orange,3000
1968-07-16,07_68,Orange,1200
1968-07-16,07_68,Orange,3000
1968-07-16,07_68,Orange,3000
1968-07-16,07_68,White,6000
1968-07-16,07_68,White,6000
1968-07-16,07_68,White,
1968-07-17,07_68,Orange,2000
1968-07-17,07_68,Blue,1500
1968-07-17,07_68,White,3500
1968-07-17,07_68,White,
1968-07-18,07_68,Orange,6000
1968-07-18,07_68,White,3000
1968-07-18,07_68,White,3000
1968-07-18,07_68,White,
1968-07-18,07_68,White,
1968-07-18,07_68,Blue,330
1968-07-19,07_68,Orange,2000
1968-07-19,07_68,Orange,2500
1968-07-19,07_68,Orange,2900
1968-07-19,07_68,Orange,2600
1968-07-19,07_68,Orange,3000
1968-07-19,07_68,Blue,3000
1968-07-19,07_68,White,2000
1968-07-19,07_68,White,
1968-07-19,07_68,Orange,270
1968-07-19,07_68,White,3000
1968-07-20,07_68,Orange,3000
1968-07-20,07_68,Orange,1000
1968-07-20,07_68,Orange,2000
1968-07-20,07_68,Orange,2800
1968-07-20,07_68,Blue,3000
1968-07-20,07_68,White,3000
1968-07-20,07_68,White,2000
1968-07-20,07_68,White,
1968-07-21,07_68,Orange,3000
1968-07-21,07_68,White,3000
1968-07-21,07_68,White,3000
1968-07-21,07_68,White,
1968-07-22,07_68,Orange,1800
1968-07-22,07_68,Orange,2000
1968-07-22,07_68,Orange,1750
1968-07-22,07_68,Orange,4000
1968-07-22,07_68,White,
1968-07-23,07_68,Orange,2000
1968-07-23,07_68,Orange,3000
1968-07-23,07_68,Orange,3000
1968-07-24,07_68,White,3000
1968-07-25,07_68,White,3000
1968-07-25,07_68,White,
1968-07-26,07_68,Orange,2000
1968-07-26,07_68,Orange,1750
1968-07-26,07_68,White,2000
1968-07-26,07_68,White,2000
1968-07-26,07_68,White,2000
1968-07-26,07_68,Blue,110
1968-07-26,07_68,White,
1968-07-26,07_68,Orange,3000
1968-07-27,07_68,Orange,3000
1968-07-27,07_68,Orange,2000
1968-07-27,07_68,Orange,2200
1968-07-27,07_68,White,2500
1968-07-27,07_68,White,1900
1968-07-27,07_68,Orange,
1968-07-27,07_68,Orange,100
1968-07-28,07_68,Orange,5700
1968-07-28,07_68,Orange,2900
1968-07-28,07_68,White,3000
1968-07-28,07_68,Blue,55
1968-07-28,07_68,Orange,55
1968-07-28,07_68,Orange,75
1968-07-28,07_68,Orange,25
1968-07-29,07_68,Blue,3000
1968-07-29,07_68,Blue,2000
1968-07-29,07_68,White,1500
1968-07-29,07_68,White,2600
1968-07-29,07_68,White,
1968-07-29,07_68,Blue,2000
1968-07-30,07_68,Orange,3000
1968-07-30,07_68,Orange,3000
1968-07-30,07_68,Orange,3000
1968-07-30,07_68,Blue,2000
1968-07-30,07_68,White,3000
1968-07-30,07_68,White,3000
1968-07-30,07_68,White,
1968-07-31,07_68,Orange,3000
1968-07-31,07_68,Orange,6000
1968-07-31,07_68,Blue,385
1968-07-31,07_68,White,
1968-07-31,07_68,Blue,1500
1968-07-31,07_68,Orange,2100
1968-08-01,08_68,Orange,3000
1968-08-01,08_68,Orange,3600
1968-08-01,08_68,Orange,2250
1968-08-01,08_68,Orange,510
1968-08-01,08_68,Orange,2900
1968-08-01,08_68,White,
1968-08-02,08_68,Orange,3000
1968-08-02,08_68,Orange,3000
1968-08-02,08_68,Orange,6000
1968-08-02,08_68,Orange,480
1968-08-02,08_68,Orange,600
1968-08-02,08_68,Orange,200
1968-08-03,08_68,Orange,3000
1968-08-03,08_68,Orange,2800
1968-08-03,08_68,Orange,3000
1968-08-03,08_68,Orange,55
1968-08-03,08_68,Orange,2700
1968-08-03,08_68,Orange,2000
1968-08-03,08_68,Blue,3000
1968-08-03,08_68,White,3000
1968-08-03,08_68,White,3000
1968-08-03,08_68,Orange,
1968-08-04,08_68,Orange,3000
1968-08-04,08_68,Orange,1700
1968-08-04,08_68,Orange,30
1968-08-04,08_68,Orange,30
1968-08-04,08_68,Orange,5000
1968-08-04,08_68,Orange,5000
1968-08-04,08_68,White,
1968-08-05,08_68,Orange,400
1968-08-05,08_68,Orange,1200
1968-08-05,08_68,Orange,3000
1968-08-05,08_68,Blue,82
1968-08-05,08_68,Blue,83
1968-08-05,08_68,Blue,55
1968-08-05,08_68,Blue,3000
1968-08-05,08_68,Blue,500
1968-08-05,08_68,Blue,3000
1968-08-05,08_68,White,
1968-08-06,08_68,Orange,3000
1968-08-06,08_68,Orange,55
1968-08-06,08_68,Orange,3000
1968-08-06,08_68,Blue,1500
1968-08-06,08_68,White,200
1968-08-06,08_68,White,800
1968-08-06,08_68,White,735
1968-08-07,08_68,Orange,2000
1968-08-07,08_68,Orange,3000
1968-08-07,08_68,Orange,3000
1968-08-07,08_68,Orange,2000
1968-08-07,08_68,Orange,200
1968-08-07,08_68,Orange,55
1968-08-07,08_68,Orange,5000
1968-08-07,08_68,Blue,2000
1968-08-07,08_68,Blue,3000
1968-08-08,08_68,Orange,2500
1968-08-08,08_68,Orange,1750
1968-08-08,08_68,White,2000
1968-08-08,08_68,White,3000
1968-08-08,08_68,White,3000
1968-08-08,08_68,White,2000
1968-08-09,08_68,Orange,3000
1968-08-09,08_68,Orange,3000
1968-08-09,08_68,White,3000
1968-08-09,08_68,White,3000
1968-08-09,08_68,White,2000
1968-08-10,08_68,Orange,4500
1968-08-10,08_68,Orange,2100
1968-08-10,08_68,Orange,3000
1968-08-10,08_68,Orange,6000
1968-08-10,08_68,Orange,4700
1968-08-11,08_68,Orange,2800
1968-08-11,08_68,Orange,1800
1968-08-11,08_68,Orange,2800
1968-08-11,08_68,Orange,100
1968-08-11,08_68,Blue,100
1968-08-11,08_68,Blue,100
1968-08-12,08_68,Orange,5000
1968-08-12,08_68,Orange,3000
1968-08-12,08_68,Orange,3000
1968-08-12,08_68,Orange,400
1968-08-12,08_68,Orange,50
1968-08-12,08_68,White,55
1968-08-12,08_68,White,826
1968-08-12,08_68,Orange,200
1968-08-13,08_68,Orange,2400
1968-08-13,08_68,Orange,2000
1968-08-13,08_68,Orange,500
1968-08-13,08_68,Orange,1400
1968-08-13,08_68,Orange,3000
1968-08-13,08_68,Orange,1525
1968-08-13,08_68,Blue,3000
1968-08-13,08_68,Blue,2150
1968-08-13,08_68,White,889
1968-08-13,08_68,Orange,100
1968-08-14,08_68,Orange,1800
1968-08-14,08_68,Orange,3000
1968-08-14,08_68,Orange,5025
1968-08-14,08_68,Orange,5000
1968-08-14,08_68,White,665
1968-08-14,08_68,White,55
1968-08-14,08_68,Orange,100
1968-08-15,08_68,Orange,2500
1968-08-15,08_68,Orange,2500
1968-08-15,08_68,Orange,3000
1968-08-15,08_68,Orange,2000
1968-08-15,08_68,Orange,2000
1968-08-15,08_68,Blue,50
1968-08-15,08_68,Blue,25
1968-08-16,08_68,Orange,3000
1968-08-16,08_68,Orange,3000
1968-08-16,08_68,Orange,4000
1968-08-16,08_68,Blue,330
1968-08-16,08_68,White,990
1968-08-17,08_68,Orange,55
1968-08-17,08_68,Orange,110
1968-08-17,08_68,Orange,25
1968-08-17,08_68,Orange,4500
1968-08-17,08_68,White,440
1968-08-17,08_68,White,55
1968-08-17,08_68,White,80
1968-08-17,08_68,White,138
1968-08-18,08_68,Orange,2000
1968-08-18,08_68,Orange,2800
1968-08-19,08_68,Orange,1800
1968-08-19,08_68,Orange,2750
1968-08-19,08_68,Blue,110
1968-08-19,08_68,White,990
1968-08-20,08_68,Orange,2900
1968-08-20,08_68,Orange,3000
1968-08-20,08_68,Orange,6000
1968-08-20,08_68,Orange,50
1968-08-20,08_68,Orange,50
1968-08-20,08_68,Orange,100
1968-08-20,08_68,Orange,100
1968-08-20,08_68,Orange,300
1968-08-20,08_68,Orange,30
1968-08-20,08_68,Orange,40
1968-08-20,08_68,Orange,3000
1968-08-20,08_68,Blue,165
1968-08-20,08_68,White,275
1968-08-20,08_68,White,55
1968-08-21,08_68,Orange,5000
1968-08-21,08_68,Orange,3000
1968-08-21,08_68,Orange,60
1968-08-21,08_68,Orange,40
1968-08-21,08_68,Orange,42
1968-08-21,08_68,Blue,27
1968-08-21,08_68,Blue,2000
1968-08-21,08_68,Blue,2000
1968-08-22,08_68,Orange,4600
1968-08-22,08_68,Orange,55
1968-08-22,08_68,Blue,110
1968-08-23,08_68,Orange,3000
1968-08-23,08_68,Orange,2675
1968-08-23,08_68,Orange,2900
1968-08-23,08_68,Orange,50
1968-08-23,08_68,Orange,400
1968-08-23,08_68,White,2900
1968-08-23,08_68,White,3000
1968-08-23,08_68,Blue,55
1968-08-24,08_68,Orange,3000
1968-08-24,08_68,Orange,3000
1968-08-24,08_68,Orange,4000
1968-08-24,08_68,Orange,50
1968-08-24,08_68,White,3000
1968-08-25,08_68,Orange,3000
1968-08-25,08_68,Orange,2000
1968-08-25,08_68,Orange,3900
1968-08-25,08_68,Orange,3000
1968-08-25,08_68,Orange,2000
1968-08-25,08_68,White,3000
1968-08-26,08_68,Orange,1500
1968-08-26,08_68,Orange,6000
1968-08-26,08_68,Blue,110
1968-08-27,08_68,Orange,1975
1968-08-27,08_68,Orange,2000
1968-08-27,08_68,Orange,10
1968-08-27,08_68,Blue,6000
1968-08-27,08_68,Blue,3800
1968-08-27,08_68,Blue,4000
1968-08-28,08_68,Orange,3000
1968-08-28,08_68,Orange,2250
1968-08-28,08_68,Orange,3000
1968-08-28,08_68,Blue,3000
1968-08-28,08_68,Blue,3000
1968-08-28,08_68,White,110
1968-08-28,08_68,White,220
1968-08-28,08_68,White,55
1968-08-28,08_68,Orange,100
1968-08-29,08_68,Orange,3000
1968-08-29,08_68,Orange,3000
1968-08-29,08_68,Blue,3000
1968-08-29,08_68,Blue,2850
1968-08-30,08_68,Orange,1000
1968-08-30,08_68,Orange,3000
1968-08-30,08_68,Blue,3800
1968-08-30,08_68,Blue,3000
1968-08-30,08_68,Blue,55
1968-08-31,08_68,Orange,1700
1968-08-31,08_68,Orange,3000
1968-08-31,08_68,Blue,5000
1968-08-31,08_68,Blue,2000
1968-08-31,08_68,White,500
1968-09-01,09_68,Orange,3000
1968-09-01,09_68,Blue,6000
1968-09-02,09_68,Orange,3000
1968-09-02,09_68,Orange,1600
1968-09-02,09_68,Orange,2800
1968-09-03,09_68,Orange,5000
1968-09-03,09_68,Orange,4550
1968-09-03,09_68,White,192
1968-09-03,09_68,White,193
1968-09-03,09_68,White,3000
1968-09-04,09_68,Orange,55
1968-09-04,09_68,Blue,50
1968-09-05,09_68,Orange,55
1968-09-05,09_68,Blue,50
1968-09-06,09_68,Orange,20
1968-09-06,09_68,Orange,100
1968-09-07,09_68,Orange,50
1968-09-08,09_68,Orange,3550
1968-09-08,09_68,Orange,3000
1968-09-08,09_68,Orange,3000
1968-09-08,09_68,Blue,200
1968-09-09,09_68,Orange,2900
1968-09-09,09_68,Orange,3600
1968-09-09,09_68,Orange,3000
1968-09-09,09_68,Orange,100
1968-09-10,09_68,Orange,3925
1968-09-10,09_68,Orange,1850
1968-09-10,09_68,Orange,5400
1968-09-10,09_68,Orange,3000
1968-09-10,09_68,Orange,3000
1968-09-11,09_68,Orange,3000
1968-09-11,09_68,Orange,5800
1968-09-12,09_68,Orange,2850
1968-09-12,09_68,Orange,4000
1968-09-12,09_68,Orange,6000
1968-09-12,09_68,Orange,1300
1968-09-12,09_68,Orange,5000
1968-09-12,09_68,White,130
1968-09-13,09_68,Orange,3000
1968-09-13,09_68,Orange,5000
1968-09-13,09_68,White,3000
1968-09-13,09_68,White,2800
1968-09-13,09_68,Orange,
1968-09-14,09_68,Orange,3000
1968-09-14,09_68,Orange,3925
1968-09-14,09_68,Orange,3000
1968-09-14,09_68,White,5000
1968-09-14,09_68,White,4000
1968-09-14,09_68,White,
1968-09-15,09_68,Orange,3000
1968-09-15,09_68,Orange,6000
1968-09-15,09_68,Orange,3000
1968-09-15,09_68,Orange,100
1968-09-16,09_68,Orange,6000
1968-09-16,09_68,Orange,3000
1968-09-16,09_68,Orange,1000
1968-09-16,09_68,Orange,6000
1968-09-16,09_68,Blue,2000
1968-09-16,09_68,Blue,1700
1968-09-16,09_68,Orange,100
1968-09-17,09_68,Orange,5000
1968-09-17,09_68,Orange,2800
1968-09-17,09_68,Orange,3000
1968-09-17,09_68,Blue,100
1968-09-17,09_68,Blue,3000
1968-09-17,09_68,White,350
1968-09-17,09_68,White,
1968-09-18,09_68,Orange,4000
1968-09-18,09_68,Orange,3000
1968-09-18,09_68,Orange,100
1968-09-18,09_68,Orange,100
1968-09-18,09_68,Orange,50
1968-09-18,09_68,Orange,5000
1968-09-18,09_68,White,3000
1968-09-18,09_68,Orange,200
1968-09-19,09_68,Orange,3000
1968-09-19,09_68,Orange,1500
1968-09-19,09_68,Orange,3950
1968-09-19,09_68,Orange,20
1968-09-19,09_68,Blue,80
1968-09-19,09_68,Blue,110
1968-09-19,09_68,Blue,60
1968-09-19,09_68,Blue,110
1968-09-19,09_68,White,2400
1968-09-19,09_68,White,55
1968-09-19,09_68,White,1800
1968-09-19,09_68,White,2400
1968-09-20,09_68,Orange,3000
1968-09-20,09_68,Blue,3000
1968-09-20,09_68,White,3200
1968-09-20,09_68,White,600
1968-09-20,09_68,White,1800
1968-09-20,09_68,White,1800
1968-09-20,09_68,White,
1968-09-21,09_68,Orange,5000
1968-09-21,09_68,Orange,3000
1968-09-21,09_68,Orange,50
1968-09-21,09_68,Orange,50
1968-09-21,09_68,Orange,100
1968-09-21,09_68,Orange,3000
1968-09-21,09_68,Blue,3000
1968-09-21,09_68,White,5000
1968-09-21,09_68,White,1200
1968-09-21,09_68,White,
1968-09-22,09_68,Orange,100
1968-09-22,09_68,Orange,100
1968-09-22,09_68,Orange,6000
1968-09-22,09_68,Orange,6000
1968-09-22,09_68,White,
1968-09-23,09_68,Orange,55
1968-09-23,09_68,Blue,110
1968-09-23,09_68,Blue,2000
1968-09-23,09_68,Blue,1400
1968-09-24,09_68,Blue,2500
1968-09-24,09_68,Blue,2500
1968-09-25,09_68,Blue,220
1968-09-25,09_68,White,100
1968-09-25,09_68,White,50
1968-09-25,09_68,White,80
1968-09-25,09_68,White,40
1968-09-25,09_68,White,40
1968-09-25,09_68,White,
1968-09-25,09_68,White,165
1968-09-26,09_68,Blue,200
1968-09-26,09_68,Blue,200
1968-09-26,09_68,Blue,200
1968-09-26,09_68,Blue,200
1968-09-26,09_68,White,330
1968-09-26,09_68,White,165
1968-09-27,09_68,Orange,55
1968-09-27,09_68,Orange,6000
1968-09-27,09_68,White,3000
1968-09-27,09_68,White,550
1968-09-27,09_68,White,100
1968-09-27,09_68,White,9000
1968-09-28,09_68,White,3000
